start_date,end_date,recipient_name,amount
2019-06-04,2019-06-25,GOVERNMENT SCIENTIFIC SOURCE INC,12284.25
2020-05-11,2020-09-23,KAMPI COMPONENTS CO INC,12281.96
2024-09-23,2024-12-23,IT VISION NETWORKS INC,12277.3
2013-05-09,2013-06-02,PAXTON VAN LINES INC,12277.0
2022-07-18,2023-02-23,TRIMAN INDUSTRIES INC,12276.0
2023-09-12,2024-01-10,"D. W. INDUSTRIES, INC.",12275.0
2014-02-12,2014-02-12,ABBOTT LABORATORIES INC.,12274.0
2024-05-22,2024-05-23,AMERISOURCEBERGEN DRUG CORP,12273.3
2013-01-10,2013-01-18,SUPREME FOODSERVICE GMBH,12261.68
2008-06-03,2008-06-11,"FIRST CLASS CHAUFFEURS, INC.",12261.01
2012-06-07,2012-06-23,INX TECHNOLOGY CORPORATION OF PA,12260.0
2010-09-29,2010-10-13,"LSI GRAPHICS, LLC",12255.0
2008-10-16,2009-09-30,FREEBALANCE INC,12251.25
2019-02-13,2019-02-28,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",12250.63
2015-06-08,2016-06-07,DOMESTIC AWARDEES (UNDISCLOSED),12250.0
2021-04-26,2021-06-06,PARKER-HANNIFIN CORPORATION,12248.82
2015-02-16,2015-03-21,METRO OFFICE SOLUTIONS INC,12248.25
2025-02-26,2025-02-26,GLOBAL DEFENSE LOGISTICS S.R.L.,12242.04
2018-11-05,2019-04-22,JO-KELL INC.,12241.95
2013-05-10,2013-08-16,MARK ELECTRONICS INC,12241.2
2007-10-01,2008-09-30,"888 TOWER, LP",12237.92
2010-08-06,2010-09-08,NATIONAL INDUSTRIES FOR THE BLIND,12236.64
2018-12-21,2019-05-20,MISSION SYSTEMS DAVENPORT INC.,12236.4
2017-04-13,2017-09-29,ABC RENTALS LLC,12225.0
2024-11-14,2024-11-15,AMERISOURCEBERGEN DRUG CORP,12223.7
2025-01-30,2025-11-17,"ATLANTIC DIVING SUPPLY, INC.",12222.0
2016-01-20,2016-01-25,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",12216.18
2008-01-01,2008-09-30,STUDER PROPERTIES,12213.78
2018-08-28,2018-09-27,"VSE AVIATION, INC.",12213.0
2011-05-19,2011-06-06,"CARDINAL HEALTH 200, LLC",12211.29
2015-01-21,2015-01-21,AMERISOURCEBERGEN DRUG CORP,12202.84
2020-09-04,2020-09-30,FEDERAL CONTRACTS LLC,12201.51
2012-03-05,2012-04-06,"FERBAK, INC.",12200.0
2010-09-30,2010-10-12,CDW GOVERNMENT LLC,12199.95
2017-03-11,2017-05-31,MCI COMMUNICATIONS SERVICES LLC,12198.0
2021-06-29,2021-07-06,"ODP BUSINESS SOLUTIONS, LLC",12195.0
2022-05-06,2022-07-27,CENTER SPAN LLC,12195.0
2016-03-30,2016-03-31,AMERISOURCEBERGEN DRUG CORP,12194.07
2025-03-23,2025-09-19,HAMILTON SUNDSTRAND CORPORATION,12187.8
2014-03-28,2014-03-28,AMERISOURCEBERGEN DRUG CORP,12187.2
2009-01-08,2009-01-25,"KLARQUIST SPARKMAN, LLP",12183.0
2016-01-11,2016-02-02,OWENS & MINOR DISTRIBUTION INC,12181.17
2018-12-06,2019-01-05,METRO PROSTHETICS INC,12180.31
2012-08-17,2013-03-05,"FEDERAL CONSTRUCTION GROUP, INC.",12177.0
2016-12-14,2016-12-19,US FOODS INC,12176.55
2017-03-08,2018-03-07,COMPUTER SITES INC,12171.0
2008-10-01,2009-09-30,"TALL TIMBERS RESEARCH, INC.",12170.4
2010-11-10,2010-11-15,US FOODS INC,12170.0
2009-04-01,2010-09-30,"ARI-RIVERVIEW PLAZA, LLC",12168.0
2018-02-15,2018-02-26,STONEWIN CAPITAL LP,12167.98
2024-01-10,2024-01-31,HUMANSCALE CORPORATION,12166.63
2024-05-29,2025-01-27,HANGER PROSTHETICS & ORTHOTICS EAST INC,12165.33
2016-02-01,2016-02-29,HEALTHCARE CONSULTANTS PHARMACY STAFFING,12160.0
2018-06-05,2018-06-05,AMERISOURCEBERGEN DRUG CORP,12159.25
2016-04-29,2016-12-31,"AUTAUBO, CECIL",12159.0
2008-04-25,2008-04-29,CATERPILLAR INC.,12155.0
2010-12-23,2011-01-16,"WHIGHAM, OLIVER",12150.0
2009-03-23,2009-04-10,"C.J. FOODS, INC.",12149.12
2015-04-30,2015-12-10,"CHANNEL COMP, LLC",12147.6
2009-03-27,2009-04-10,"PELICAN PRODUCTS, INC.",12146.0
2007-11-28,2007-11-28,PETROLEUM TRADERS CORP,12144.0
2014-02-07,2014-03-07,GETINGE USA INC,12140.7
2011-09-26,2011-11-25,MADISON ELECTRIC CO,12131.1
2008-07-21,2008-08-01,HAAG-STREIT USA INC,12130.8
2022-03-17,2022-05-17,"JONES LANG LASALLE AMERICAS, INC.",12130.72
2022-08-10,2022-10-21,PANNIER CORPORATION,12130.0
2019-05-17,2019-06-17,"GMS INDUSTRIAL SUPPLY, INC.",12123.25
2014-12-29,2015-09-30,"ADVANTAGE SOLUTIONS, LLC",12120.0
2015-10-01,2015-10-01,"Q. F. & V., LLC",12119.72
2025-09-02,2025-09-08,KLS-MARTIN LIMITED PARTNERSHIP,12114.51
2022-01-04,2022-05-05,"EAN HOLDINGS, LLC",12112.8
2014-05-06,2014-05-15,"CARDINAL HEALTH 200, LLC",12107.8
2011-09-19,2011-10-31,"DLT SOLUTIONS, LLC",12098.59
2016-06-14,2016-07-14,"GEO-MED, LLC",12096.0
2019-07-23,2019-09-21,SOLAR TURBINES INCORPORATED,12093.0
2017-05-10,2017-08-08,"AIR/FLEX INDUSTRIES, INC.",12089.0
2011-04-26,2011-04-26,GPC CONSOLIDATED REPORTING,12087.51
2022-06-17,2022-09-17,AEF-PERFORMANCE LLC,12086.55
2015-09-25,2015-09-28,AMERISOURCEBERGEN DRUG CORP,12084.04
2005-08-22,2005-09-30,ARMAG CORP,12084.0
2014-10-01,2015-09-30,IDSC HOLDINGS LLC,12083.4
2009-07-01,2009-09-30,AMERICAN NATIONAL RED CROSS,12080.47
2016-03-01,2016-03-31,TESLA INDUSTRIES INC,12077.44
2019-12-10,2019-12-11,AMERISOURCEBERGEN DRUG CORP,12076.5
2007-10-01,2007-10-31,MISCELLANEOUS FOREIGN AWARDEES,12076.0
2015-08-11,2016-01-12,"JGILS, LLC",12074.34
2014-04-03,2014-04-03,AMERISOURCEBERGEN DRUG CORP,12064.35
2016-01-05,2016-07-05,HAMILTON SUNDSTRAND CORPORATION,12057.0
2013-05-31,2013-07-01,"AVERTIUM TENNESSEE, INC",12054.0
2010-09-13,2010-12-12,"GIGLI ENTERPRISES, INC.",12054.0
2012-06-21,2012-06-28,SUPREME FOODSERVICE GMBH,12053.37
2018-06-14,2018-07-06,"CARDINAL HEALTH 200, LLC",12049.81
2020-05-11,2020-05-13,US FOODS INC,12048.6
2019-10-01,2020-09-30,NOB HILL CONDOMINIUM ASSOCIATION,12048.15
2012-09-15,2012-09-20,"FOOD SERVICES, INC.",12042.19
2022-01-05,2022-03-04,ORANGE COUNTY REHABILITATIVE AND DEVELOPMENTAL SERVICES INC,12040.0
2010-09-21,2010-09-21,AMERISOURCEBERGEN DRUG CORP,12039.0
2016-10-19,2017-01-09,GREENE MACHINE & MANUFACTURING INC,12030.48
2012-12-11,2013-12-11,BARKER STEEL INC,12027.5
2007-09-10,2007-12-20,SCOTT-FORD INC,12027.5
2022-10-17,2022-12-27,"BAYOU METAL SUPPLY & MANUFACTURING, L.L.C.",12026.88
2009-09-19,2009-09-19,AMERICAN MEDICAL,12026.82
2017-08-30,2017-08-30,AMERISOURCEBERGEN DRUG CORP,12026.64
2016-04-05,2016-11-01,"UTILITY TOOL & TRAILER, INC.",12025.0
2018-11-29,2018-11-30,AMERISOURCEBERGEN DRUG CORP,12021.89
2023-08-04,2023-08-25,DMS PHARMACEUTICAL GROUP INC,12020.0
2011-02-14,2011-02-24,"CARDINAL HEALTH 200, LLC",12015.79
2016-09-28,2016-10-04,MISCELLANEOUS FOREIGN AWARDEES,12011.87
2017-09-13,2017-09-13,AMERISOURCEBERGEN DRUG CORP,12008.64
2017-09-05,2017-10-31,"DEPUY SYNTHES SALES, INC.",12007.7
2010-05-24,2010-07-01,BOB STOUT CONSTRUCTION CO INC,12004.45
2015-05-12,2015-05-13,"CARDINAL HEALTH, INC.",12001.48
2013-05-14,2013-10-21,"W AND G MACHINE COMPANY, INCORPORATED",12001.3
2010-04-29,2011-04-10,HEALTH SERVICES DIRECT,12001.0
2019-02-21,2019-03-04,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",12000.12
2008-11-21,2009-09-30,PROGRESSIVE INDUSTRIES INC,12000.0
2008-12-10,2009-01-24,"LEX PRODUCTS, LLC",12000.0
2020-03-30,2021-02-12,HORIZON ENVIRONMENTAL SOLUTIONS CORPORATION,12000.0
2008-11-23,2009-09-30,MISCELLANEOUS FOREIGN AWARDEES,12000.0
2009-06-09,2010-05-11,"LEVEL 3 TELECOM HOLDINGS, LLC",12000.0
2022-11-21,2023-10-20,TOMPKINS STEPHEN M,12000.0
2025-01-20,2026-01-19,AZENTA US INC,12000.0
2021-08-10,2022-08-12,MISCELLANEOUS FOREIGN AWARDEES,12000.0
2009-07-15,2009-08-15,CF INDUSTRIES NITROGEN LLC,12000.0
2016-03-21,2016-03-22,MCKESSON CORPORATION,11998.09
2020-05-07,2020-05-08,AMERISOURCEBERGEN DRUG CORP,11995.62
2016-09-15,2017-09-14,LIFE TECHNOLOGIES CORPORATION,11991.72
2013-12-04,2014-12-23,TANGRAM CHEMICAL LLC,11986.5
2020-06-12,2020-06-12,PETROLEUM TRADERS CORP,11985.6
2017-03-13,2017-03-13,"HANGER, INC.",11985.0
2015-02-27,2015-03-27,"GEO-MED, LLC",11984.28
2014-09-19,2014-09-22,"HENRY SCHEIN, INC.",11984.0
2014-08-27,2014-09-22,DFW OFFICE SOLUTIONS,11982.0
2013-11-13,2013-12-13,ZOLL SERVICES LLC,11980.0
2014-04-25,2014-05-25,WITMER PUBLIC SAFETY GROUP INC,11979.5
2024-10-24,2025-05-02,"CHAND, L.L.C.",11975.52
2022-10-01,2023-09-30,VERIZON FEDERAL INC.,11973.24
2020-03-31,2020-04-02,VALIANT INTEGRATED SERVICES LLC,11970.38
2017-05-26,2017-06-23,"INSUL-CON, INC.",11969.0
2008-04-23,2008-04-23,AMERISOURCEBERGEN DRUG CORP,11968.0
2020-06-15,2020-08-27,APPLETON MARINE INC,11962.0
2025-07-25,2025-07-28,US FOODS INC,11961.49
2020-09-02,2021-02-02,"CCI UTILITY AND CONSTRUCTION SERVICES, LLC",11959.2
2023-02-06,2023-05-07,"A&H SECURITY CABINETS, INC",11957.67
2013-02-16,2013-03-04,"ELECTROMOTIVE, INC.",11956.0
2008-02-02,2008-02-05,VETERAN'S OIL INC.,11952.9
2016-12-15,2017-02-28,CUMMINS NPOWER LLC,11952.2
2016-01-28,2017-07-29,CELLCO PARTNERSHIP,11948.65
2018-10-01,2019-09-30,DOMESTIC AWARDEES (UNDISCLOSED),11947.5
2009-11-19,2010-01-25,STERLING COMPUTERS CORPORATION,11946.0
2024-11-18,2024-11-19,OWENS & MINOR DISTRIBUTION INC,11943.58
2021-06-26,2022-06-25,"ALLIANCE TECHNOLOGY GROUP, LLC",11942.2
2012-04-11,2012-04-11,AMERISOURCEBERGEN DRUG CORP,11940.3
2025-05-30,2025-06-02,AMERISOURCEBERGEN DRUG CORP,11939.2
2024-08-06,2024-08-21,ARI PHOENIX INC,11935.18
2012-09-19,2012-09-26,"MSC INDUSTRIAL DIRECT CO., INC.",11933.05
2023-11-30,2023-11-30,"AAR AIRCRAFT SERVICES, INC.",11932.07
2013-08-22,2013-09-12,"TACTICAL SUPPORT EQUIPMENT, INC",11925.1
2024-05-13,2024-06-04,AMERISOURCEBERGEN DRUG CORP,11921.68
2011-02-16,2011-02-18,HAMILTON SUNDSTRAND CORPORATION,11920.0
2008-07-24,2009-01-08,SEMCO INSTRUMENTS INC,11918.0
2014-09-03,2014-09-30,"DIGITAL HIGHWAY, INC.",11917.75
2010-10-01,2010-12-31,PHYSICAL MEDICINE MSG LLP,11916.0
2015-05-08,2016-04-30,"REVVITY HEALTH SCIENCES, INC.",11916.0
2024-03-01,2024-07-01,"CENTRAL POWER SYSTEMS & SERVICES, LLC",11915.0
2025-04-15,2025-04-29,AOTI INC,11914.92
2017-10-05,2019-12-16,"A.G.H. INDUSTRIES, LLC",11914.76
2011-06-23,2012-08-21,"THOMAS ELECTRONICS, INC.",11912.0
2012-10-23,2012-10-31,"RAY C. WEAVER, MECHANICAL CONTRACTORS, INC",11910.0
2013-11-27,2013-12-09,MISCELLANEOUS FOREIGN AWARDEES,11904.74
2009-10-01,2011-09-30,HP INC.,11901.84
2011-04-15,2012-04-03,D. P. TECHNOLOGY CORP.,11900.0
2016-03-25,2016-07-01,"APPLIED AVIONICS, LLC",11900.0
2025-05-16,2025-05-17,US FOODS INC,11899.91
2011-09-02,2011-09-26,"SIEMENS MEDICAL SOLUTIONS USA, INC.",11894.68
2016-08-01,2016-08-04,MANSFIELD OIL COMPANY OF GAINESVILLE INC,11891.25
2014-09-03,2014-09-30,"DIGITAL HIGHWAY, INC.",11917.75
2010-10-01,2010-12-31,PHYSICAL MEDICINE MSG LLP,11916.0
2015-05-08,2016-04-30,"REVVITY HEALTH SCIENCES, INC.",11916.0
2024-03-01,2024-07-01,"CENTRAL POWER SYSTEMS & SERVICES, LLC",11915.0
2025-04-15,2025-04-29,AOTI INC,11914.92
2017-10-05,2019-12-16,"A.G.H. INDUSTRIES, LLC",11914.76
2011-06-23,2012-08-21,"THOMAS ELECTRONICS, INC.",11912.0
2012-10-23,2012-10-31,"RAY C. WEAVER, MECHANICAL CONTRACTORS, INC",11910.0
2013-11-27,2013-12-09,MISCELLANEOUS FOREIGN AWARDEES,11904.74
2009-10-01,2011-09-30,HP INC.,11901.84
2011-04-15,2012-04-03,D. P. TECHNOLOGY CORP.,11900.0
2016-03-25,2016-07-01,"APPLIED AVIONICS, LLC",11900.0
2025-05-16,2025-05-17,US FOODS INC,11899.91
2011-09-02,2011-09-26,"SIEMENS MEDICAL SOLUTIONS USA, INC.",11894.68
2016-08-01,2016-08-04,MANSFIELD OIL COMPANY OF GAINESVILLE INC,11891.25
2025-05-27,2025-05-28,AMERISOURCEBERGEN DRUG CORP,11888.26
2009-04-21,2009-04-21,"CARDINAL HEALTH, INC.",11883.0
2023-04-10,2024-02-29,MISCELLANEOUS FOREIGN AWARDEES,11882.88
2022-10-15,2023-09-30,"SOUTHWEST SANITATION COMPANY, INC.",11882.5
2015-03-30,2015-03-31,AMERISOURCEBERGEN DRUG CORP,11881.41
2012-02-15,2012-02-25,TALECRIS BIOTHERAPEUTICS HOLDINGS CORP.,11873.28
2010-08-23,2010-08-30,"MICHELIN NORTH AMERICA, INC",11871.5
2015-07-06,2015-09-18,NRC GULF ENVIRONMENTAL SERVICES INC,11870.0
2009-03-19,2009-03-25,SUPREME FOODSERVICE GMBH,11869.0
2011-02-25,2011-09-30,"DRS TRAINING & CONTROL SYSTEMS, LLC",11868.0
2025-08-27,2026-04-24,"ECI DEFENSE GROUP, INC.",11867.66
2015-09-25,2018-05-01,"PINE TREE SOCIETY, INC.",11865.0
2016-09-30,2016-09-30,ASSOCIATED ENERGY GROUP LLC,11863.82
2011-02-28,2011-03-01,"CARDINAL HEALTH 200, LLC",11861.24
2017-09-26,2018-01-05,"STURM WELDING, INC.",11860.0
2023-11-21,2023-11-21,"MEDLINE INDUSTRIES, LP",11857.55
2013-11-08,2014-03-10,"KIT PACK CO., INC.",11856.0
2015-07-10,2015-08-31,WESTERN UNITED ELECTRIC SUPPLY CORPORATION,11848.85
2015-09-02,2015-10-16,RUSH TRUCK CENTERS OF NEW MEXICO INC,11834.0
2010-09-11,2010-12-10,"BADGER TRUCK AND AUTOMOTIVE GROUP, INC.",11830.0
2012-04-03,2012-05-07,"J. H. NORTON COMPANY, INC.",11812.0
2015-03-12,2015-05-11,SAFETY & INDUSTRIAL MANUFACTURING CORP,11811.69
2015-02-24,2015-02-24,ACCESS4U INC,11811.0
2008-10-03,2008-11-05,"CAPITAL SOAP PRODUCTS, LLC",11811.0
2018-09-12,2018-09-22,YUKON IT CONSULTANTS INC,11808.0
2023-08-06,2023-08-06,THE BAHRAIN PETROLEUM COMPANY BSC (CLOSED),11806.41
2012-10-26,2012-11-28,"COUNTERTRADE PRODUCTS, INC.",11800.0
2009-08-04,2009-09-03,"BURLINGTON ENVIRONMENTAL, LLC",11796.02
2014-03-18,2014-05-29,RADIO SOURCE LLC,11790.0
2020-09-20,2020-10-03,ANHAM FZCO,11789.17
2013-01-31,2015-01-30,LOGISTICS SUPPORT INCORPORATED,11788.8
2025-07-31,2025-12-31,"JONES LANG LASALLE AMERICAS, INC.",11787.68
2015-03-30,2016-02-01,TNL SALES LLC,11786.94
2017-03-14,2017-03-14,PTT PUBLIC COMPANY LIMITED,11786.06
2016-04-28,2016-05-19,"CARDINAL HEALTH 200, LLC",11785.91
2007-10-05,2007-10-11,"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",11785.0
2018-09-19,2018-10-31,CDW GOVERNMENT LLC,11783.04
2008-12-09,2009-02-06,"MOHAVE SALES, INC.",11783.0
2024-04-29,2024-12-26,S I T CORPORATION,11779.84
2011-06-17,2011-07-17,"STRAUBE'S AIRCRAFT SERVICES HAWAII, INC.",11779.69
2019-11-20,2020-04-20,RUTA SUPPLIES INC,11778.78
2024-03-04,2024-04-28,PRIDE MOBILITY PRODUCTS CORPORATION,11772.4
2021-12-03,2021-12-06,"CARDINAL HEALTH 200, LLC",11772.17
2025-06-11,2025-06-16,JOHNSON & JOHNSON HEALTH CARE SYSTEMS INC.,11769.8
2010-07-07,2010-08-09,DAVID H. SUTHERLAND & CO INC,11769.45
2011-02-24,2011-03-06,ARTHREX INC,11762.3
2009-07-30,2009-09-04,"BINGHAMTON MATERIAL HANDLING, INC.",11760.0
2025-09-25,2026-07-08,RUTA SUPPLIES INC,11758.77
2011-02-23,2011-09-06,WESCO AIRCRAFT HARDWARE CORP.,11758.0
2015-06-26,2015-07-26,FISHER SCIENTIFIC COMPANY L.L.C.,11757.46
2020-12-17,2021-01-16,"MSC INDUSTRIAL DIRECT CO., INC.",11752.01
2009-11-26,2009-11-30,"CARDINAL HEALTH 200, LLC",11752.0
2024-10-23,2024-10-24,US FOODS INC,11747.24
2022-04-13,2023-02-07,S I T CORPORATION,11744.5
2024-03-11,2024-07-17,"PND ENGINEERS, INC",11740.0
2014-03-27,2014-03-31,"JANSSEN PHARMACEUTICALS, INC.",11737.12
2010-06-05,2010-07-16,PACIFIC INSULATION COMPANY,11730.72
2024-10-11,2024-10-15,AMERISOURCEBERGEN DRUG CORP,11729.32
2019-06-28,2019-07-27,OLYMPUS AMERICA INC,11726.0
2019-05-28,2019-08-31,VERIZON UK LIMITED,11724.65
2019-05-03,2023-02-05,ATT MOBILITY LLC,11720.03
2025-01-16,2026-03-16,"USVETSERV, LLC",11719.43
2009-06-15,2010-02-10,"NOBLES WORLDWIDE, INC.",11714.0
2024-06-18,2024-06-24,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",11712.06
2009-10-08,2009-10-26,"CARDINAL HEALTH, INC.",11712.0
2016-09-20,2016-12-22,MISCELLANEOUS FOREIGN AWARDEES,11710.44
2024-05-22,2024-07-08,TESLA INDUSTRIES INC,11709.14
2015-09-21,2015-10-16,GROVE U.S. LLC,11708.25
2013-06-21,2013-08-04,SODEXO REMOTE SITES PARTNERSHIP,11706.5
2019-04-03,2019-04-09,US FOODS INC,11701.41
2017-06-14,2017-07-14,"ALTERNATIVE PROSTHETIC SERVICES, INC",11700.0
2009-03-23,2009-08-21,PHOENIX TRADING INC.,11700.0
2008-09-24,2008-12-23,"WKF (FRIEDMAN) ENTERPRISES, INC.",11700.0
2014-06-27,2014-09-17,FARMERS FERTILIZER CO,11700.0
2017-04-12,2017-11-08,WESCO AIRCRAFT HARDWARE CORP.,11700.0
2021-07-20,2021-07-23,GOVERNMENT SCIENTIFIC SOURCE INC,11689.57
2019-03-15,2019-06-17,VILLA FLORENCE HOTEL,11688.47
2012-08-10,2013-02-16,COMPERIPHERALS INCORPORATED,11680.8
2025-07-31,2026-05-27,JANELS INDUSTRIES INC,11680.0
2016-12-13,2017-01-31,EXCELITAS NOBLELIGHT AMERICA LLC,11675.2
2020-07-06,2020-08-04,"GLOBE EQUIPMENT COMPANY INC, THE",11675.0
2010-05-26,2011-07-31,"PRECISION CABLE OF TENNESSEE, INC",11670.0
2022-07-01,2023-06-30,"THREE WIRE SYSTEMS, LLC",11669.64
2009-02-20,2009-07-22,AMRON INTERNATIONAL INC,11667.0
2014-02-15,2014-02-20,ANHAM FZCO,11667.0
2024-10-23,2024-10-24,US FOODS INC,11747.24
2022-04-13,2023-02-07,S I T CORPORATION,11744.5
2024-03-11,2024-07-17,"PND ENGINEERS, INC",11740.0
2014-03-27,2014-03-31,"JANSSEN PHARMACEUTICALS, INC.",11737.12
2010-06-05,2010-07-16,PACIFIC INSULATION COMPANY,11730.72
2024-10-11,2024-10-15,AMERISOURCEBERGEN DRUG CORP,11729.32
2019-06-28,2019-07-27,OLYMPUS AMERICA INC,11726.0
2019-05-28,2019-08-31,VERIZON UK LIMITED,11724.65
2019-05-03,2023-02-05,ATT MOBILITY LLC,11720.03
2025-01-16,2026-03-16,"USVETSERV, LLC",11719.43
2009-06-15,2010-02-10,"NOBLES WORLDWIDE, INC.",11714.0
2024-06-18,2024-06-24,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",11712.06
2009-10-08,2009-10-26,"CARDINAL HEALTH, INC.",11712.0
2016-09-20,2016-12-22,MISCELLANEOUS FOREIGN AWARDEES,11710.44
2024-05-22,2024-07-08,TESLA INDUSTRIES INC,11709.14
2015-09-21,2015-10-16,GROVE U.S. LLC,11708.25
2013-06-21,2013-08-04,SODEXO REMOTE SITES PARTNERSHIP,11706.5
2019-04-03,2019-04-09,US FOODS INC,11701.41
2017-06-14,2017-07-14,"ALTERNATIVE PROSTHETIC SERVICES, INC",11700.0
2009-03-23,2009-08-21,PHOENIX TRADING INC.,11700.0
2008-09-24,2008-12-23,"WKF (FRIEDMAN) ENTERPRISES, INC.",11700.0
2014-06-27,2014-09-17,FARMERS FERTILIZER CO,11700.0
2017-04-12,2017-11-08,WESCO AIRCRAFT HARDWARE CORP.,11700.0
2021-07-20,2021-07-23,GOVERNMENT SCIENTIFIC SOURCE INC,11689.57
2019-03-15,2019-06-17,VILLA FLORENCE HOTEL,11688.47
2012-08-10,2013-02-16,COMPERIPHERALS INCORPORATED,11680.8
2025-07-31,2026-05-27,JANELS INDUSTRIES INC,11680.0
2016-12-13,2017-01-31,EXCELITAS NOBLELIGHT AMERICA LLC,11675.2
2020-07-06,2020-08-04,"GLOBE EQUIPMENT COMPANY INC, THE",11675.0
2010-05-26,2011-07-31,"PRECISION CABLE OF TENNESSEE, INC",11670.0
2022-07-01,2023-06-30,"THREE WIRE SYSTEMS, LLC",11669.64
2009-02-20,2009-07-22,AMRON INTERNATIONAL INC,11667.0
2014-02-15,2014-02-20,ANHAM FZCO,11667.0
2008-10-01,2009-09-30,"ENVIRONMENTAL TRANSPORT SERVICES, INC.",11665.4
2010-05-17,2010-07-16,MISCELLANEOUS FOREIGN AWARDEES,11663.9
2015-10-02,2016-04-19,WESCO AIRCRAFT HARDWARE CORP.,11657.55
2011-08-05,2011-09-12,"COBHAM EXETER, INC.",11655.0
2024-07-31,2024-08-02,US FOODS INC,11654.15
2012-12-26,2013-01-16,NAMKYUNG C&S CORPORATION,11652.14
2019-07-02,2019-07-03,AMERISOURCEBERGEN DRUG CORP,11647.2
2018-10-09,2018-10-10,AMERISOURCEBERGEN DRUG CORP,11646.18
2016-09-18,2017-09-29,"NEW TECH SOLUTIONS, INC.",11645.0
2013-05-01,2014-04-30,"INMARSAT GOVERNMENT, INC.",11643.95
2008-08-22,2008-09-20,CUMMINS NPOWER LLC,11640.0
2015-05-15,2015-10-13,AERO METAL FORMS INC,11640.0
2017-03-29,2017-04-01,VALIANT INTEGRATED SERVICES LLC,11639.98
2009-01-01,2009-09-30,"PORTILLO, RAFAEL C",11639.69
2019-02-08,2019-02-11,US FOODS INC,11636.73
2024-01-09,2024-02-22,HUDSON TECHNOLOGIES COMPANY,11636.08
2022-12-05,2022-12-12,OSC SOLUTIONS INC,11634.24
2014-09-04,2014-10-06,POLARIS SALES INC,11634.11
2025-09-03,2025-09-05,LABATT INSTITUTIONAL SUPPLY CO,11633.51
2010-05-06,2010-09-03,COLUMBIA VEHICLE GROUP INC,11629.0
2016-07-26,2016-08-23,POWER CONNECTOR LLC,11628.68
2009-06-19,2009-07-09,MCKESSON CORPORATION,11621.0
2020-02-03,2020-04-30,"UNITED ACCESS, L.L.C",11619.45
2016-05-09,2016-05-15,RACO STEEL CO,11619.3
2010-04-29,2010-05-19,"CARDINAL HEALTH 200, LLC",11617.0
2019-06-14,2020-04-29,"TRADEBE TREATMENT AND RECYCLING, LLC",11612.5
2011-01-18,2011-04-01,CRYSTAL CITY LESSEE LLC,11606.7
2012-08-20,2012-08-23,LABATT INSTITUTIONAL SUPPLY CO,11606.6
2019-04-10,2019-05-05,"TRILLIUM INDUSTRIAL NO. 1, LLC",11606.46
2009-07-30,2010-02-25,RUTA SUPPLIES INC,11604.0
2012-04-20,2012-05-31,"MILLENNIUM HEALTH & FITNESS, INC.",11601.86
2014-01-30,2014-08-18,BRIGHTON CROMWELL LLC,11600.0
2007-12-14,2007-12-31,ACE PETERSON,11600.0
2025-08-08,2025-08-11,"THE MERCHANTS COMPANY, LLC",11599.15
2013-12-10,2013-12-10,Y HATA & COMPANY LIMITED,11597.01
2020-09-17,2020-10-08,AMERISOURCEBERGEN DRUG CORP,11596.5
2020-04-22,2020-04-23,"ACCREDO HEALTH GROUP, INC",11595.94
2013-06-12,2013-06-19,TRUE LIBERTY ELECTRICAL MATERIAL AND CONT. CO. WLL,11590.5
2009-04-01,2009-09-30,COLUMBIA PLAZA LP,11590.22
2016-11-30,2018-01-29,HAMILTON SUNDSTRAND CORPORATION,11589.38
2011-10-01,2012-09-30,"COLONIAL PARKING, INC",11588.64
2024-07-18,2024-07-19,AMERISOURCEBERGEN DRUG CORP,11585.82
2017-04-28,2017-05-18,AMERISOURCEBERGEN DRUG CORP,11585.42
2011-01-31,2011-03-15,"KELLY & HAYES ELECTRICAL SUPPLY OF L.I., INC.",11584.41
2018-01-05,2019-02-17,AGILENT TECHNOLOGIES INC,11580.48
2023-09-12,2023-09-19,"W.W. GRAINGER, INC.",11578.11
2020-10-05,2020-11-06,"UNITED RENTALS, INC.",11570.6
2022-02-11,2023-02-10,WORLDWIDE INDUSTRY TRAINING SOLUTIONS LLC,11570.0
2008-01-23,2008-02-02,SIRIUS FEDERAL LLC,11568.08
2009-09-08,2009-09-30,"INSIGHT PUBLIC SECTOR, INC.",11564.8
2007-10-25,2007-11-06,DYNAMIC VENTURES INC,11564.0
2013-01-09,2013-04-30,"BEARING INSPECTION, INC.",11564.0
2012-04-11,2013-02-05,DERBYSHIRE MACHINE & TOOL CO,11560.0
2010-10-01,2011-09-30,"PUBLIC EMPLOYEE RETIREMENT SYSTEM, IDAHO",11559.85
2025-07-15,2025-07-16,US FOODS INC,11558.49
2013-03-07,2013-03-22,"TACTICAL & SURVIVAL SPECIALTIES, LLC",11557.2
2017-08-02,2017-09-04,LN CURTIS & SONS,11547.45
2008-10-14,2008-10-18,TERUMO MEDICAL CORPORATION,11545.0
2018-08-30,2018-08-30,SIGNATURE FLIGHT SUPPORT LLC,11544.58
2023-09-15,2023-12-15,HOUSTON JUSTIN KREIG,11544.41
