start_date,end_date,recipient_name,amount
2019-04-23,2019-10-15,"CAPSTONE ORTHOPEDIC, INC.",56129.05
2023-02-14,2023-03-31,"WMK, LLC",56063.5
2015-01-23,2015-05-15,CIRCOR NAVAL SOLUTIONS LLC,56005.0
2020-09-28,2021-12-01,"EATON AEROSPACE, LLC",56000.0
2022-06-08,2024-06-20,HAMILTON SUNDSTRAND CORPORATION,56000.0
2008-09-17,2008-12-31,THE BOEING COMPANY,55998.0
2025-09-18,2026-11-08,FCA US LLC,55920.0
2012-10-01,2015-08-11,SPRINT COMMUNICATIONS CO LP,55897.89
2014-01-16,2014-03-26,"ATLANTIC DIVING SUPPLY, INC.",55809.0
2017-11-21,2018-05-20,WEST PUBLISHING CORPORATION,55798.4
2013-10-17,2013-12-23,"ATLANTIC DIVING SUPPLY, INC.",55726.14
2022-08-04,2023-01-31,REYNARD CORPORATION,55717.0
2012-07-23,2013-04-08,MINGO ROGER D,55711.61
2022-05-16,2023-02-10,FLEET VEHICLE SOURCE INC,55629.0
2016-02-10,2016-07-19,"DION INTERNATIONAL TRUCKS, LLC",55610.0
2020-05-07,2020-06-25,"PARVOMEDICS, INCORPORATED",55600.0
2008-09-17,2008-10-28,SELTECH PRODUCTS INCORPORATED,55600.0
2016-02-09,2017-02-09,"HEALTHY BUILDINGS INTERNATIONAL (VA), INC.",55598.44
2011-05-27,2012-08-30,"EAN HOLDINGS, LLC",55596.94
2009-01-01,2009-01-01,"CARDINAL HEALTH, INC.",55535.0
2019-02-25,2019-03-27,AMERISTAR CONSTRUCTION INC,55533.0
2011-07-28,2012-07-26,HGS ENGINEERING INC,55489.0
2014-11-01,2014-11-05,TOTAL SA,55460.16
2011-07-28,2012-07-26,HGS ENGINEERING INC,55489.0
2014-11-01,2014-11-05,TOTAL SA,55460.16
2013-08-05,2013-11-30,JACOBS TOURINGCARS B.V.,55406.71
2025-07-24,2026-01-20,FCA US LLC,55367.0
2016-09-27,2018-09-26,BRANDSCHUTZ DIREKT UG (HAFTUNGSBESCHRÄNKT),55325.16
2020-05-07,2021-04-07,BRASADA FORD LTD,55317.0
2017-01-24,2017-07-31,"EMPIRE CONTROLS, LLC",55215.0
2010-09-18,2010-11-17,"MODERN BUSINESS WORKPLACE SOLUTIONS, LLC",55183.13
2024-09-25,2024-11-07,PARATA SYSTEMS LLC,55119.0
2008-07-07,2008-08-08,RED BRICK LEARNING LLC,55106.91
2016-07-19,2016-10-30,MISCELLANEOUS FOREIGN AWARDEES,55092.51
2023-09-21,2024-06-14,W S DARLEY & CO,55045.44
2017-10-01,2018-09-30,LBT DIAGNOSTIC RADIATION PHYSICS CONSULTING LTD,55000.0
2023-04-17,2023-04-18,AMERISOURCEBERGEN DRUG CORP,54952.92
2017-09-12,2022-09-11,HOPI TELECOMMUNICATIONS INC,54936.13
2012-03-23,2012-09-30,GEODYNAMICS LLC,54901.1
2024-08-19,2024-11-30,"LI-COR, INC.",54890.93
2017-05-11,2017-05-12,AMERISOURCEBERGEN DRUG CORP,54882.22
2013-04-17,2013-04-22,"CARDINAL HEALTH 200, LLC",54855.76
2023-09-15,2023-10-31,CARINGTON HOME SAFETY INC,54838.0
2014-05-08,2014-09-15,"GUERRERO BUILDERS, LLC",54828.99
2009-01-20,2009-10-05,"AMERESCO SELECT, INC.",54808.0
2010-05-10,2010-05-14,"ALLIANT ENTERPRISES, LLC",54802.84
2016-08-29,2016-10-31,MISCELLANEOUS FOREIGN AWARDEES,54800.0
2012-08-02,2013-01-29,BATTLE CREEK CONSTRUCTION LLC,54795.66
2005-11-01,2006-07-31,"OLD HARBOR, LLC",54786.0
2010-06-23,2010-09-06,PARKHILL SMITH & COOPER INC,54783.74
2009-10-01,2010-09-30,"WA-MEDICAL SERVICES, INC",54750.0
2015-03-09,2016-01-30,"KING AEROSPACE, INC.",54743.57
2025-04-13,2025-06-19,LANGUAGE ASSOCIATES LLC,54712.67
2015-05-22,2015-08-10,CCI SOLUTIONS LLC,54711.82
2019-10-01,2020-09-30,ATT MOBILITY LLC,54702.43
2009-07-01,2009-09-30,HINES TWO RENAISSANCE,54695.33
2023-11-17,2024-05-15,FORD MOTOR CO,54670.0
2009-09-02,2009-10-28,"HIXARDT TECHNOLOGIES, INC.",54649.92
2022-05-26,2022-06-27,"JAMAICA BEARINGS CO., INC.",54648.0
2014-09-23,2014-12-30,MISCELLANEOUS FOREIGN AWARDEES,54647.16
2007-03-06,2011-03-25,MOOG INC,54632.89
2013-10-25,2013-10-25,"CARDINAL HEALTH, INC.",54625.29
2013-02-28,2013-04-22,HONEYWELL INTERNATIONAL INC.,54625.0
2013-05-22,2013-09-13,W S DARLEY & CO,54621.3
2011-01-28,2011-03-14,GRANT THORNTON LLP,54578.0
2021-06-03,2021-07-02,"THUNDERCAT TECHNOLOGY, LLC",54562.92
2012-08-24,2012-09-30,AMERICAN AMPLIFIER & TELEVISION CORPORATION,54543.67
2009-09-11,2009-10-13,WORLD WIDE TECHNOLOGY LLC,54534.78
2024-09-30,2026-09-28,"ATLANTIC DIVING SUPPLY, INC.",54520.17
2012-02-16,2012-09-13,"DRS TRAINING & CONTROL SYSTEMS, LLC",54508.0
2017-01-13,2017-04-17,"WOOD PAINT COMPANY, INC.",54496.35
2023-09-08,2024-04-05,VSE CORPORATION,54434.9
2008-05-30,2008-06-30,"IRON BOW TECHNOLOGIES, LLC",54428.62
2010-03-12,2010-05-11,"WRAGAL, LLC",54408.0
2012-09-13,2013-03-25,"GLOBE ENGINEERING CO., INC",54405.0
2022-11-01,2024-10-31,HOSHKO MICHAEL JOHN,54393.75
2018-05-04,2018-05-04,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,54345.58
2010-09-02,2010-12-06,KAMPI COMPONENTS CO INC,54291.2
2013-01-02,2014-01-28,"IRIS INTERNATIONAL, INC.",54289.02
2018-09-24,2018-11-26,"DUALOS, LLC",54259.99
2019-09-19,2019-09-30,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",54220.14
2017-01-18,2017-05-31,"POTESTIO BROTHERS, INC.",54212.58
2007-12-14,2008-10-09,HAMILTON SUNDSTRAND CORPORATION,54210.78
2008-04-16,2008-04-21,"MICHELIN NORTH AMERICA, INC",54203.0
2025-08-14,2025-08-21,LC INDUSTRIES INC,54171.58
2020-03-17,2020-03-19,PARSH MARINE (S) PTE. LTD.,54164.48
2017-09-15,2017-10-15,SHORE LENS COMPANY,54160.57
2010-07-23,2010-09-06,"EDGE TECHNOLOGY DISTRIBUTORS, INC.",54155.7
2025-09-03,2025-09-10,"W.W. GRAINGER, INC.",54144.15
2017-02-03,2017-02-06,SIKORSKY AIRCRAFT CORPORATION,54134.26
2010-08-23,2010-08-27,DELL MARKETING L.P.,54128.8
2015-12-15,2016-03-16,UNICOM TECHNOLOGY INC.,54072.0
2013-01-16,2013-09-02,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",54035.64
2015-06-23,2016-04-22,NEWCON INTERNATIONAL LTD,54000.0
2005-11-26,2010-12-01,GREATER ST. MARY BAPTIST CHURCH,54000.0
2018-03-29,2019-03-29,JDG ASSOCIATES LTD,54000.0
2015-12-02,2018-06-22,BRAND & OPPENHEIMER CO INC,54000.0
2014-03-25,2014-05-06,"ENERGY TRANSFER SOLUTIONS, INC.",53910.0
2016-05-23,2018-06-29,"CENTRAL DIESEL, INC.",53880.8
2023-12-21,2023-12-22,AMERISOURCEBERGEN DRUG CORP,53799.0
2014-02-20,2015-11-25,GRIFOLS THERAPEUTICS LLC,53697.12
2013-09-10,2013-09-10,TOM ASHMORE ENTERPRISES INC,53690.0
2008-02-16,2008-02-16,MISCELLANEOUS FOREIGN AWARDEES,53600.0
2010-07-01,2010-09-30,CITY OF PHILADELPHIA P,53583.62
2010-09-16,2010-11-09,WORLD WIDE TECHNOLOGY LLC,53571.86
2024-03-13,2024-09-09,FORD MOTOR CO,53568.0
2016-01-14,2016-01-15,AMERISOURCEBERGEN DRUG CORP,53564.54
2022-10-28,2022-10-31,AMERISOURCEBERGEN DRUG CORP,53560.11
2021-02-20,2021-03-19,GLOBAL FOOD SERVICES COMPANY,53534.35
2015-03-29,2015-04-04,SEVEN SEAS SHIPCHANDLERS (L.L .C.),53494.31
2018-01-22,2018-05-03,ERA HEALTH LLC,53463.0
2010-01-01,2010-09-30,"MERITEX, INC.",53437.23
2023-12-20,2024-02-01,US21 INC,53407.01
2008-01-15,2008-04-14,GENERAL MOTORS LLC,53400.0
2010-02-22,2010-03-12,"NTT DATA SERVICES FEDERAL GOVERNMENT, LLC",53396.51
2020-11-24,2021-11-02,FARRINGTON PACKAGING CORPORATION,53381.33
2007-11-07,2008-02-05,WEL-FAB DEFENSE LLC,53377.0
2010-12-01,2010-12-02,MCKESSON CORPORATION,53369.19
2025-12-02,2026-04-01,FLEET VEHICLE SOURCE INC,53358.0
2024-06-07,2025-03-21,"ATLANTIC DIVING SUPPLY, INC.",53353.33
2024-02-07,2026-02-26,"WINDWARD ENTERPRISES, LLC",53350.0
2017-06-19,2017-08-18,"FEDERAL PRISON INDUSTRIES, INC",53298.86
2013-08-23,2014-02-20,"WEST POINT CONTRACTORS, INC.",53295.0
2017-06-19,2017-08-18,"FEDERAL PRISON INDUSTRIES, INC",53298.86
2013-08-23,2014-02-20,"WEST POINT CONTRACTORS, INC.",53295.0
2025-09-15,2026-05-31,1 SYNC TECHNOLOGIES LLC,53204.45
2014-01-09,2014-04-14,ENCOMPASS LLC,53155.54
2023-05-03,2023-06-30,"ROYAL MEDIA NETWORK, INC.",53154.8
2011-03-04,2011-04-03,"PEARSON EDUCATION, INC",53149.2
2013-10-01,2014-09-30,"AVOCENT HUNTSVILLE, LLC",53138.6
2011-06-02,2016-06-01,"SUSTAINMENT TECHNOLOGIES, LLC",53126.84
2010-09-25,2010-09-28,MISCELLANEOUS FOREIGN AWARDEES,53124.26
2025-06-01,2025-06-30,MARTERNERI S.P.A.,53065.83
2017-06-01,2017-07-03,"SANDS BUSINESS EQUIPMENT & SUPPLIES, LLC",53064.0
2022-02-01,2022-02-02,MCKESSON CORPORATION,53062.52
2025-12-08,2026-03-06,GENERAL MOTORS LLC,53040.0
2015-09-29,2020-09-30,"BECKMAN COULTER, INC",52965.06
2016-03-18,2016-07-01,KITCO FIBER OPTICS INC,52934.62
2018-10-25,2018-10-25,GLASGOW PRESTWICK AIRPORT LIMITED,52916.42
2015-02-26,2015-05-27,FORD MOTOR CO,52904.0
2020-05-27,2020-06-13,ANHAM FZCO,52883.71
2024-03-20,2024-12-13,"ACE ELECTRONICS DEFENSE SYSTEMS, LLC",52867.0
2018-03-14,2018-04-04,AMERISOURCEBERGEN DRUG CORP,52837.68
2024-05-20,2024-11-16,FORD MOTOR CO,52794.0
2023-03-07,2023-04-06,KPAUL PROPERTIES LLC,52787.62
2010-10-01,2011-09-30,MCI COMMUNICATIONS SERVICES LLC,52778.61
2021-03-11,2021-07-09,FLEET VEHICLE SOURCE INC,52773.0
2009-12-02,2009-12-31,"CRESCENT PRODUCTS, INC.",52767.6
2009-08-28,2010-02-09,CORRY MANUFACTURING COMPANY,52767.0
2023-06-06,2025-05-31,THE BOEING COMPANY,52738.02
2018-06-21,2018-08-21,"LI-COR, INC.",52722.8
2008-02-21,2008-03-28,"HDT EXPEDITIONARY SYSTEMS, INC.",52680.0
2010-04-28,2010-05-29,TECHNICA CORPORATION,52617.78
2020-07-30,2020-08-20,"PACIFIC COMMERCIAL SERVICES, INC.",52546.86
2010-04-28,2010-07-30,HERC LEASING INC.,52541.34
2019-10-09,2020-06-15,"AAR SUPPLY CHAIN, INC",52505.1
2019-06-25,2020-03-15,"CAMPBELL TRACTOR & IMPLEMENT, INC.",52500.0
2015-02-27,2015-03-30,DIVINE IMAGING INC.,52500.0
2023-10-30,2024-08-20,GENERAL MOTORS LLC,52488.0
2012-10-16,2012-10-16,AMERISOURCEBERGEN DRUG CORP,52483.05
2022-08-12,2022-08-23,CHEVRON U.S.A. INC,52475.0
2022-07-22,2022-07-22,"CLIPPER OIL, INC.",52469.56
2024-03-20,2024-11-15,JOHNSONS OF KINGFISHER INC,52460.0
2012-02-02,2012-04-05,"CAMELBAK PRODUCTS, LLC",52458.24
2024-08-14,2025-08-14,LAKOTA SOLUTIONS LLC,52434.8
2008-02-12,2008-02-13,MCKESSON CORPORATION,52401.0
2016-03-22,2017-02-13,"GENERAL DYNAMICS-OTS, INC.",52387.03
2008-07-21,2008-08-30,MISCELLANEOUS FOREIGN AWARDEES,52361.33
2023-02-01,2023-10-29,FLEET VEHICLE SOURCE INC,52306.0
2022-11-07,2023-08-04,FLEET VEHICLE SOURCE INC,52306.0
2017-08-16,2017-09-07,AMERICAN FIRE COMPANY LLC,52302.0
2022-10-27,2025-05-02,THE BOEING COMPANY,52296.1
2016-06-01,2020-05-31,BAYER HEALTHCARE LLC,52263.76
2022-09-19,2023-06-20,R S TIPTON PBC,52260.0
2023-01-01,2023-07-31,"EAST BAKING COMPANY, INC.",52257.9
2016-10-28,2019-08-14,"AIRBUS HELICOPTERS, INC.",52228.25
2021-01-04,2021-01-05,MCKESSON CORPORATION,52189.35
2011-12-07,2011-12-08,AMERISOURCEBERGEN DRUG CORP,52160.99
2017-01-05,2017-12-30,"COMCAST CABLE COMMUNICATIONS, LLC",52150.0
2012-05-13,2012-05-17,BMMI BSC,52127.19
2019-05-09,2019-10-28,"ATLANTIC DIVING SUPPLY, INC.",52040.15
2016-07-21,2016-10-16,"ENERNEX, LLC",52000.0
2013-08-12,2014-01-31,AMERICAN STRIPPING CO,51984.0
2016-07-15,2016-09-30,W & H RESOURCES INC,51966.0
2010-05-19,2010-05-25,MISCELLANEOUS FOREIGN AWARDEES,51949.32
2011-03-14,2011-03-15,MCKESSON CORPORATION,51929.55
2020-06-04,2020-07-13,"MVM, INC.",51918.11
2021-10-01,2022-09-30,HERC RENTALS INC,51900.0
2011-11-22,2011-11-22,AMERISOURCEBERGEN DRUG CORP,51898.42
2012-02-06,2012-03-05,FEDSTORE CORPORATION,51898.42
2021-09-13,2022-09-21,SKYLINE COMMUNICATIONS INC.,51891.75
2019-01-22,2020-02-18,BELL TEXTRON INC,51877.2
2021-03-29,2021-04-19,DMS PHARMACEUTICAL GROUP INC,51876.0
2017-08-02,2017-09-01,"W.W. GRAINGER, INC.",51861.39
2022-11-17,2023-06-15,R & M GOVERNMENT SERVICES INC,51841.7
2024-06-04,2024-12-31,BAHFED CORP,51741.31
2012-11-19,2013-05-08,BAE SYSTEMS LAND & ARMAMENTS L.P.,51736.0
2010-05-09,2010-06-07,"SOLTEC, INC.",51666.3
2014-12-31,2015-01-21,MCKESSON CORPORATION,51661.5
2023-11-29,2023-12-05,TAYRONA INVESTMENTS LLC,51656.43
2024-11-14,2025-04-13,DETROIT SWITCH INC,51650.9
2022-07-22,2023-04-18,FORD MOTOR CO,51635.0
2008-08-12,2008-10-10,"OHIO VALLEY AUDIO VISUAL, LLC",51626.22
2012-03-27,2012-03-27,"CARDINAL HEALTH, INC.",51624.37
2009-08-01,2009-08-01,"COLDFOOT ENVIRONMENTAL SERVICES, INC.",51594.09
2011-09-17,2011-11-28,"ABBOTT GENERAL CONSTRUCTION, INC.",51544.0
2013-05-01,2013-08-14,"DEFENSE MARITIME SOLUTIONS, INC.",51509.2
2016-09-23,2016-12-20,THOMAS J BROWN LLC,51500.0
2021-12-20,2022-06-13,"CCI UTILITY AND CONSTRUCTION SERVICES, LLC",51484.4
2010-07-26,2011-07-25,"CORBIN COMPANY, LLC",51444.8
2023-03-13,2023-03-14,AMERISOURCEBERGEN DRUG CORP,51432.65
2025-06-24,2025-07-04,"J3 CONTRACTING, INC.",51407.3
2019-06-14,2019-07-15,FAAC INCORPORATED,51400.0
2008-09-27,2009-09-26,"KUHANA SPECTRUM HEALTH JOINT VENTURE, LLC",51364.8
2019-12-31,2020-01-02,AMERISOURCEBERGEN DRUG CORP,51328.68
2023-02-01,2024-01-31,WEST PUBLISHING CORPORATION,51319.32
2013-05-09,2013-12-05,HARTWELL CORPORATION,51290.82
2017-01-26,2026-07-22,"KIT PACK CO., INC.",51260.0
2015-09-15,2018-05-07,QUASARS INCORPORATED,51198.81
2014-06-10,2014-08-26,CLAY AND BAILEY MANUFACTURING COMPANY,51195.0
2008-03-12,2008-10-28,"RSI, INC.",51190.0
2009-12-21,2010-03-31,MISCELLANEOUS FOREIGN AWARDEES,51100.0
2011-02-25,2011-03-31,"WORLDWIDE CORPORATE HOUSING, L.P.",51098.46
2010-02-09,2010-09-22,TRIUMPH GEAR SYSTEMS INC,50898.0
2008-10-01,2014-03-31,"PROTECT KITCHEN EXHAUST CLEANING, LLC",50850.0
2024-12-03,2025-06-01,FORD MOTOR CO,50831.0
2020-02-09,2020-03-09,"CARDINAL HEALTH 200, LLC",50796.05
2019-10-24,2019-11-06,"TW METALS, INC.",50745.0
2025-08-21,2025-09-23,KITCO FIBER OPTICS INC,50742.2
2023-08-01,2024-07-31,"UGI ENERGY SERVICES, LLC",50716.12
2016-02-23,2019-02-23,AGILENT TECHNOLOGIES INC,50710.44
2013-06-24,2015-02-02,"THERMODYNE INTERNATIONAL, LTD",50700.78
2007-12-03,2007-12-03,OWENS & MINOR DISTRIBUTION INC,50674.0
2007-12-20,2008-12-31,"ETQ, LLC",50640.0
2006-12-01,2010-09-30,SIEMENS HEALTHCARE DIAGNOSTICS INC.,50625.0
2007-10-01,2008-09-30,AMERICAN ENERGY MANAGEMENT LLC,50613.0
2014-06-25,2014-06-25,AMERISOURCEBERGEN DRUG CORP,50612.1
2012-07-13,2012-07-13,AMERISOURCEBERGEN DRUG CORP,50582.85
2018-07-18,2018-09-17,STERLING COMPUTERS CORPORATION,50574.69
2015-12-16,2016-03-30,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",50558.0
2011-11-02,2012-04-10,HUPP & ASSOCIATES INC,50520.0
2011-10-26,2011-11-09,ANHAM FZCO,50509.11
2023-02-03,2023-03-05,MISCELLANEOUS FOREIGN AWARDEES,50500.32
2014-02-05,2014-08-04,BOERNE DODGE CHRYSLER JEEP LLC,50500.0
2022-06-29,2022-07-05,EFS EBREX SARL,50485.86
2008-05-13,2008-05-13,AMERISOURCEBERGEN DRUG CORP,50460.0
2017-09-07,2018-03-02,PETROLEUM TRADERS CORP,50451.06
2024-09-11,2024-12-30,ALPINE POWER SYSTEMS INC,50424.0
2015-08-28,2015-11-30,"YAMAGUCHI MACHINERY CO.,LTD.",50404.6
2018-07-17,2019-09-30,"FABTECH SYSTEMS, LLC",50400.0
2009-07-17,2009-07-17,"DLT SOLUTIONS, LLC",50280.71
2022-01-01,2022-03-31,"HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY, THE",50271.0
2022-09-19,2023-07-16,FLEET VEHICLE SOURCE INC,50210.0
2019-10-30,2020-10-29,NORTHROP GRUMMAN SYSTEMS CORPORATION,50194.77
2023-11-08,2024-01-08,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",50194.06
2013-04-05,2013-07-04,FORD MOTOR CO,50184.0
2023-06-26,2023-07-22,VETJET FUELS LLC,50173.28
2025-08-29,2026-08-28,"ASK SAGE, INC.",50160.0
2010-03-04,2013-03-28,"LYME COMPUTER SYSTEMS, INC.",50155.35
2015-04-01,2015-06-05,"MENTOR ABI, LLC",50150.0
2025-07-02,2025-07-31,GOVERNMENT SCIENTIFIC SOURCE INC,50150.0
2012-03-11,2012-03-18,SUPREME FOODSERVICE GMBH,50122.92
2018-08-13,2018-09-10,AMERISOURCEBERGEN DRUG CORP,50122.71
2014-05-01,2015-04-30,"FREEDOM COURT REPORTING, INC.",50107.7
2008-04-01,2008-05-31,CESC PARK TWO L.L.C,50102.96
2015-05-21,2015-06-18,"CARDINAL HEALTH, INC.",50066.77
2018-09-19,2019-09-18,"TUBA GROUP, INC.",50020.78
2009-10-20,2009-11-06,SUPREME FOODSERVICE GMBH,50019.0
2008-10-01,2009-09-30,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",50000.0
2008-05-14,2008-11-08,"CREATIVE PRECISION, INC.",50000.0
2014-03-19,2014-03-31,MISCELLANEOUS FOREIGN AWARDEES,50000.0
2021-07-19,2021-07-28,"MEDTRONIC SOFAMOR DANEK USA, INC",50000.0
2012-03-26,2012-09-30,"ST MARY'S MEDICAL CENTER, INC.",50000.0
2022-01-19,2024-07-25,NATIONAL SECURITY PSYCHOLOGICAL SERVICES LLC,50000.0
2018-09-20,2019-09-16,"UNION GLOBAL PBC, INC",50000.0
2024-09-30,2025-02-07,"NUPRANA, LLC",50000.0
2005-12-27,2006-09-30,NATIONAL ACADEMY OF SCIENCES,49999.87
2023-08-15,2023-09-27,"SIRONA DENTAL, INC.",49996.45
2019-07-16,2020-03-31,SCS INTEGRATED SUPPORT SOLUTIONS LLC,49994.46
2021-11-09,2021-11-24,VALIANT INTEGRATED SERVICES LLC,49978.79
2017-11-13,2017-12-07,STV INCORPORATED,49964.0
2024-08-02,2025-08-01,BLUEPATH LABS LLC,49952.0
2005-05-20,2005-06-19,"QUORUM COMMUNICATIONS, INC.",49950.0
2024-09-05,2024-11-30,"ALPHASIX, LLC.",49950.0
2020-01-28,2020-01-28,GLASGOW PRESTWICK AIRPORT LIMITED,49948.86
2009-09-24,2010-09-23,"FREDRICK, FREDRICK & HELLER ENGINEERS INC",49948.0
2016-09-13,2017-06-20,CAES SYSTEMS LLC,49905.0
2024-07-29,2024-08-31,CALDAIA CONTROLS LLC,49900.0
2009-06-09,2009-06-17,SUPREME FOODSERVICE GMBH,49848.0
2022-09-29,2022-11-30,THE LIGHTHOUSE FOR THE BLIND,49832.15
2019-10-08,2019-12-10,SUSTAINABLE FURNITURE INC,49828.5
2008-05-15,2008-12-31,"RONALD WALKER ASSOCIATES II, INC.",49809.7
2022-10-18,2022-11-10,FEDERAL CONTRACTS LLC,49732.0
2008-11-03,2009-12-31,GENERAL ELECTRIC COMPANY,49706.39
2010-04-06,2010-04-07,AMERISOURCEBERGEN DRUG CORP,49704.0
2009-02-15,2009-04-14,ALLEN-VANGUARD TECHNOLOGIES INC,49693.0
2024-12-11,2025-01-10,"GMS INDUSTRIAL SUPPLY, INC.",49657.27
2022-11-17,2023-05-16,FCA US LLC,49646.0
2022-01-14,2022-06-13,"SODERBERG MANUFACTURING COMPANY, INC.",49620.0
2018-05-21,2018-05-22,MCKESSON CORPORATION,49614.98
2016-05-26,2016-05-27,"CARDINAL HEALTH 200, LLC",49584.0
2024-02-26,2025-07-25,"CARTER CHEVROLET AGENCY, L.L.C.",49584.0
2023-08-30,2023-12-28,RRDS INC,49575.0
2006-03-27,2007-06-29,"POTOMAC MANAGEMENT GROUP, INC.",49516.21
2008-03-17,2008-05-06,AVAYA INC.,49510.0
2024-12-10,2025-09-16,DON INDUSTRIAL GROUP LLC,49500.0
2015-05-19,2015-08-17,DAVENPORT AVIATION INC,49494.41
2008-09-16,2010-05-15,"LEIDOS, INC.",49481.0
2018-04-10,2018-05-10,"NEW TECH SOLUTIONS, INC.",49431.11
2011-04-11,2011-10-07,LOCKHEED MARTIN CORPORATION,49431.0
2025-04-28,2025-04-29,AMERISOURCEBERGEN DRUG CORP,49394.52
2020-03-30,2021-06-30,THE BOEING COMPANY,49388.4
2021-08-04,2022-04-11,WRIGHT SOURCE INC,49361.04
2010-12-21,2011-08-31,OCEAN ASSOCIATES INC,49359.99
2011-09-22,2012-04-14,"MGC ROOFING & CONSTRUCTION, INC.",49357.35
2022-05-18,2022-05-19,MCKESSON CORPORATION,49317.03
2009-07-22,2009-07-22,VALENCIA LANGUAGE GROUP INC,49286.0
2019-01-14,2019-06-28,GENERAL MOTORS LLC,49266.0
2010-09-15,2010-11-26,DAYLIGHT SOLUTIONS INC,49250.0
2018-05-03,2018-05-03,BOEING DISTRIBUTION SERVICES DEFENSE LLC,49248.0
2020-07-20,2020-07-25,GLOBAL FOOD SERVICES COMPANY,49242.56
2024-08-27,2024-09-18,"CARDINAL HEALTH 200, LLC",49205.65
2021-05-29,2021-06-07,EFS EBREX SARL,49159.11
2018-05-03,2018-05-03,BOEING DISTRIBUTION SERVICES DEFENSE LLC,49248.0
2020-07-20,2020-07-25,GLOBAL FOOD SERVICES COMPANY,49242.56
2024-08-27,2024-09-18,"CARDINAL HEALTH 200, LLC",49205.65
2021-05-29,2021-06-07,EFS EBREX SARL,49159.11
2022-09-27,2023-01-10,"PPG ARCHITECTURAL FINISHES, INC.",49140.0
2019-03-20,2019-07-31,AMPHENOL CORP,49111.1
2010-10-18,2011-06-20,"DUPONT BUILDING, INC.",49100.0
2013-09-30,2013-09-30,MARIA DUHAIME,49097.0
2017-03-06,2017-06-04,FORD MOTOR CO,49086.0
2013-01-14,2013-09-30,EBERT & ASSOCIATES INC,49048.8
2018-06-22,2018-09-30,WILLIS TOWERS WATSON US LLC,49000.0
2022-12-15,2023-07-31,AMERICAN ENGINEERING CORPORATION,48995.79
2024-09-17,2026-07-01,CATALINA JV,48988.0
2024-09-25,2024-09-26,AMERISOURCEBERGEN DRUG CORP,48987.13
2009-07-27,2010-03-31,CABLING CONCEPTS LLC,48971.0
2009-06-30,2010-06-29,MICROTECHNOLOGIES LLC,48966.48
2011-08-05,2011-08-05,AMERISOURCEBERGEN DRUG CORP,48930.8
2021-10-06,2021-10-08,US FOODS INC,48913.55
2009-10-01,2010-09-30,13151 W ALAMEDA PARKWAY LLC,48901.64
2017-10-19,2018-03-14,HARRIS CORPORATION,48897.75
2010-05-06,2010-09-15,FORD MOTOR CO,48890.0
2008-10-31,2009-01-02,NATIONAL INDUSTRIES FOR THE BLIND,48850.56
2025-08-01,2026-05-17,J & B BUILDERS INC,48800.0
2023-04-27,2023-08-25,"MCO SOLUTIONS, INC",48768.0
2012-04-24,2012-09-30,GGNSC TOMAHAWK GOLDEN AGE LLC,48749.3
2017-01-24,2018-01-31,"NATURAL SYSTEMS ANALYSTS, INC",48728.89
2018-12-13,2019-07-11,MURRAY BENJAMIN ELECTRIC CO LLC,48720.0
2017-06-16,2017-08-15,VAN SLOTEN ENTERPRISES INC,48672.0
2009-09-19,2009-11-02,KRUG INC,48645.86
2014-06-17,2014-06-17,AMERISOURCEBERGEN DRUG CORP,48618.12
2023-02-07,2023-06-07,"OLGOONIK ENTERPRISES, LLC",48598.56
2018-07-19,2018-07-26,"W.W. GRAINGER, INC.",48568.44
2021-04-18,2021-04-19,AMERISOURCEBERGEN DRUG CORP,48559.55
2018-03-27,2018-05-28,"FEDERAL PRISON INDUSTRIES, INC",48539.0
2011-08-30,2011-10-31,"ENVIREMEDIAL SERVICES, INC.",48534.7
2010-10-25,2015-10-25,"TURBINE CONTROLS, LLC",48490.0
2024-03-29,2024-09-25,FORD MOTOR CO,48481.0
2008-05-29,2009-05-29,NETIQ CORPORATION,48473.0
2019-05-02,2019-07-10,STAR EV CORPORATION,48472.0
2016-05-31,2016-06-01,INSPECTION EXPERTS INC,48429.35
2017-05-17,2017-06-25,"GEO-MED, LLC",48421.84
2019-08-07,2019-08-07,AMERISOURCEBERGEN DRUG CORP,48419.53
2020-03-02,2020-06-30,FLEET VEHICLE SOURCE INC,48414.0
2009-03-26,2009-04-10,"SCIENCELOGIC, INC.",48400.0
2012-03-30,2012-09-14,"JGILS, LLC",48396.0
2014-09-12,2014-09-19,LC INDUSTRIES INC,48382.0
2023-07-14,2024-01-10,"HEALE MANUFACTURING CO., INC.",48359.22
2008-11-19,2009-12-31,SWETS INFORMATION SERVICES INC,48321.04
2022-07-24,2022-07-24,GLASGOW PRESTWICK AIRPORT LIMITED,48263.3
2014-01-05,2014-01-05,SEVEN SEAS SHIPCHANDLERS (L.L .C.),48217.69
2019-10-29,2020-10-28,STERLING COMPUTERS CORPORATION,48195.65
